distX,distY,id
112.148871,30.382077,276521827
112.153769,30.386448,8620552227
112.149599,30.381373,276523821
112.145967,30.388823,8621038667
112.15071,30.379527,8621865516
112.156404,30.381554,8620577187
112.156387,30.381504,276589404
112.148087,30.378643,276523372
112.157693,30.387465,8620698599
112.159104,30.384236,8608756426
112.1591,30.382696,8640083229
112.159094,30.381638,8622012506
112.159159,30.38021,8640068179
112.158877,30.379794,8620698572
112.158537,30.377578,8640123532
112.159743,30.386015,276521626
112.140101,30.383303,8608763374
112.140074,30.3834,8608816971
112.139725,30.390125,8621038325
112.164412,30.385751,8640070026
112.164626,30.385784,276521368
112.143302,30.373494,8640122022
112.161808,30.381841,276518092
112.162474,30.38077,276589245
112.160172,30.392831,276518298
112.160177,30.392859,8608763433
112.164907,30.38867,8620462599
112.163089,30.391699,8640020478
112.162119,30.392773,276521855
112.161823,30.392885,8621788481
112.160693,30.376685,8608756594
112.16033,30.376541,8620464403
112.161506,30.375701,276521746
112.170214,30.391623,5710081246
112.170366,30.391589,8621840014
112.1735,30.392539,276524760
112.182431,30.381536,8621055024
112.188132,30.383301,8640062827
112.189328,30.386775,8600139542
112.192165,30.383741,8608764524
112.183569,30.379763,8608764972
112.182463,30.379613,276521696
112.193149,30.383789,276521742
112.191712,30.389174,276522467
112.193027,30.381993,8608752750
112.191118,30.379535,276521615
112.194178,30.384118,8621055988
112.193422,30.381716,8608763247
112.192876,30.380767,8621044947
112.193737,30.381883,5710074724
112.193637,30.388472,276521232
112.193676,30.381013,8620780461
112.192898,30.390212,8621949411
112.194325,30.381336,8640129753
112.194036,30.380741,8620395159
112.194044,30.380568,8608759137
112.188457,30.393486,8640147900
112.19096,30.392867,8640133186
112.191748,30.392918,8608764796
112.179602,30.392545,8622012434
112.195379,30.383848,8621192561
112.195514,30.384228,8621196423
112.195272,30.38793,8640123431
112.196476,30.384022,276589177
112.197015,30.383625,8621044923
112.197713,30.384121,8608817687
112.197821,30.382854,8608772972
112.197849,30.382814,8621196806
112.198158,30.383308,8608770946
112.196771,30.381731,8640119757
112.197985,30.382849,8608764556
112.198615,30.384203,5710082308
112.199865,30.383955,276523819
112.198012,30.38257,8608757327
112.200508,30.386253,276517441
112.201673,30.383538,8621380364
112.201515,30.387154,8640068170
112.201605,30.387195,8620474737
112.199948,30.381564,8608817738
112.19718,30.380982,8608818041
112.198354,30.380766,8621381070
112.203587,30.383753,8620467119
112.203731,30.38359,8621196988
112.203688,30.382984,276524057
112.203686,30.382965,8621442972
112.203796,30.382949,8621087733
112.203843,30.382944,276517736
112.203834,30.382926,8608756712
112.20393,30.3829,8621379012
112.204003,30.382883,276524025
112.20403,30.382772,8608755745
112.204432,30.382968,276522199
112.204369,30.382601,8621196942
112.205086,30.383209,8640127871
112.205826,30.383527,8621044860
112.205472,30.382478,8608756000
112.205618,30.382543,8608772985
112.20558,30.382431,276517729
112.205833,30.382688,5710074779
112.205945,30.382446,8621039396
112.205708,30.382445,8624014652
112.205767,30.382336,8640126573
112.206032,30.381784,8608762778
112.206144,30.381742,8640020414
112.206358,30.381748,8621196269
112.206096,30.381718,276524918
112.206501,30.381681,8608769846
112.206574,30.381593,8640133182
112.205656,30.381443,8621197544
112.209995,30.381259,8620457265
112.20911,30.388978,276521035
112.207408,30.381525,276521633
112.208579,30.390116,8620697996
112.212538,30.380101,8608762989
112.214347,30.380947,8608764896
112.234217,30.385788,276517100
112.235461,30.383693,8620558556
112.240647,30.386584,8621055007
112.228344,30.390322,276521835
112.241136,30.378966,276518387
112.241042,30.378064,8620783632
112.242314,30.381323,276519083
112.244057,30.386743,8608750737
112.242637,30.380225,8621044956
112.227068,30.391944,8620458465
112.229615,30.37642,8620458498
112.244497,30.382562,8608758191
112.242926,30.379575,8620395169
112.245051,30.385223,276519158
112.245058,30.385292,276520034
112.245199,30.385258,8621441747
112.244919,30.382658,8622019482
112.245445,30.38518,8608816204
112.245464,30.385103,8640028854
112.24558,30.382322,8608755976
112.245664,30.382412,276524851
112.245704,30.382446,8620465946
112.24527,30.380213,8621020895
112.240031,30.375603,8608756471
112.240457,30.39492,5710080203
112.250754,30.392073,8608757067
112.254153,30.387184,276518403
112.252189,30.392389,8621045455
112.2438,30.396409,8621080832
112.252414,30.372597,276520918
112.275686,30.386496,276520685
112.275751,30.386625,8620722521
112.275551,30.38707,8608750599
112.27677,30.382751,8621196668
112.276975,30.387182,8608759164
112.27578,30.388359,8640141953
112.276775,30.389318,276522048
112.269598,30.379491,276524097
112.269855,30.37893,8620465435
112.269833,30.372965,8608756734
112.274566,30.371857,8620465455
112.290342,30.3801,8620472676
112.29017,30.378602,8620465857
112.290468,30.377431,8622019015
112.157687,30.374332,276523529
112.158105,30.374282,276518026
112.158668,30.373435,8640028840
112.138924,30.37646,8608769659
112.138941,30.375968,8620457016
112.149421,30.370135,276521683
112.13964,30.373639,8622012450
112.150283,30.3682,276521530
112.160727,30.373085,276520626
112.16094,30.373054,8621437940
112.176569,30.378889,276520636
112.17689,30.375362,8620464805
112.176773,30.375287,8608759235
112.176832,30.375154,276521305
112.179548,30.375115,8640128347
112.177809,30.374847,276522331
112.179799,30.374967,8620469325
112.177099,30.374699,276518430
112.173647,30.375744,8640123751
112.173444,30.3755,276520809
112.181906,30.374631,276517466
112.18214,30.373636,8608764374
112.176236,30.37264,8620470714
112.176058,30.371462,8621390855
112.179839,30.370814,8621192546
112.177356,30.391512,8622019408
112.170462,30.37227,5710073919
112.177291,30.392115,276518444
112.176754,30.369025,8608750565
112.190427,30.375705,8621042217
112.187547,30.37262,276522384
112.186969,30.372325,8608762780
112.189727,30.37304,8621840012
112.190723,30.373295,276521241
112.189499,30.371809,8621443503
112.194828,30.379363,276517993
112.19484,30.379364,8608768340
112.195185,30.380906,8608760093
112.19584,30.380681,8608758242
112.195076,30.377331,8640067207
112.195307,30.377315,8608767134
112.198899,30.380043,8621381609
112.198189,30.379658,276524954
112.200005,30.380537,8640067300
112.198736,30.379027,8608818049
112.199804,30.378618,8608812316
112.198925,30.378242,276589483
112.200749,30.379265,8621381647
112.202651,30.378174,276521968
112.203695,30.378227,8621442920
112.206834,30.379338,8640122024
112.207448,30.378864,8620786342
112.205383,30.378507,8608763098
112.204771,30.378334,8608752670
112.205876,30.377843,8620786329
112.210319,30.379422,8640057137
112.214339,30.380086,8621197536
112.212971,30.378564,8622019071
112.212924,30.378491,8600138543
112.219697,30.379055,8608767963
112.214349,30.375469,276519209
112.212601,30.375592,5710081512
112.214314,30.37545,276524033
112.21481,30.37521,8620722545
112.215833,30.375333,276522218
112.209437,30.376447,8621081256
112.20883,30.376446,8620725961
112.208779,30.376378,5710080961
112.207641,30.377032,276589223
112.216355,30.373897,8600137765
112.216224,30.3736,276520656
112.216571,30.373379,8608763175
112.214508,30.373845,8608756945
112.216282,30.373337,8640070378
112.215973,30.373207,276523308
112.224883,30.375591,8621439668
112.215634,30.373135,8608755707
112.216052,30.372925,8608757510
112.215817,30.372942,8608818200
112.215841,30.372886,8608761439
112.215229,30.372992,276521729
112.247981,30.3706,8640119763
112.261424,30.379756,8621018869
112.248034,30.370525,276521730
112.261041,30.37634,276521632
112.260168,30.374092,276523685
112.260658,30.371745,8622019638
112.270767,30.37103,8621196941
112.270618,30.370746,8608817451
112.154041,30.37071,276520921
112.154469,30.370198,8640127932
112.156161,30.369869,8620698974
112.156202,30.369856,8621165007
112.150377,30.367965,8620392459
112.141703,30.371025,8620465850
112.148265,30.367587,8608801036
112.159598,30.370851,8620467192
112.163455,30.370738,8621380618
112.164304,30.370912,276520811
112.173132,30.370074,8640143693
112.173178,30.370008,8620474273
112.170143,30.369065,276522050
112.175262,30.368327,8640119659
112.178841,30.368799,8621055051
112.178794,30.368762,8620470712
112.179022,30.368731,276520137
112.179614,30.368664,8608759729
112.17575,30.367282,8608756512
112.181928,30.369458,276524915
112.17921,30.367986,8621439844
112.190604,30.372424,276522451
112.194888,30.376587,276518359
112.195887,30.374355,8621196651
112.19656,30.375194,8608768030
