distX,distY,id
112.148871,30.382077,276521827
112.153769,30.386448,8620552227
112.149599,30.381373,276523821
112.145967,30.388823,8621038667
112.150675,30.379552,8621865516
112.156387,30.381504,276589404
112.156371,30.381468,8620577187
112.148154,30.37861,276523372
112.15773,30.387432,8620698599
112.158954,30.384332,8608756426
112.1591,30.382696,8640083229
112.159187,30.381494,8622012506
112.159159,30.38021,8640068179
112.158877,30.379794,8620698572
112.15854,30.37757,8640123532
112.159743,30.386015,276521626
112.140114,30.383232,8608763374
112.140074,30.3834,8608816971
112.139768,30.390125,8621038325
112.164396,30.385601,8640070026
112.164709,30.385747,276521368
112.14329,30.373487,8640122022
112.161808,30.381841,276518092
112.162474,30.38077,276589245
112.160172,30.392831,276518298
112.16017,30.392853,8608763433
112.164907,30.38867,8620462599
112.161841,30.392967,8621788481
112.162119,30.392773,276521855
112.163485,30.391739,8640020478
112.160693,30.376685,8608756594
112.160399,30.376536,8620464403
112.161387,30.375768,276521746
112.170211,30.391579,5710081246
112.170412,30.391642,8621840014
112.173361,30.392322,276524760
112.182431,30.381536,8621055024
112.188065,30.383305,8640062827
112.189437,30.386795,8600139542
112.19208,30.383712,8608764524
112.183582,30.379601,8608764972
112.182423,30.379675,276521696
112.193296,30.383849,276521742
112.191712,30.389174,276522467
112.193027,30.381993,8608752750
112.193942,30.384059,8621055988
112.19264,30.381092,8621044947
112.191118,30.379535,276521615
112.192851,30.380849,8608763247
112.193649,30.381839,5710074724
112.193549,30.388491,276521232
112.193622,30.381031,8620780461
112.194372,30.382113,8640129753
112.193762,30.381018,8620395159
112.192892,30.390176,8621949411
112.194013,30.380942,8608759137
112.188457,30.393486,8640147900
112.179629,30.392358,8622012434
112.190995,30.393137,8640133186
112.191858,30.392842,8608764796
112.195516,30.38437,8621196423
112.195504,30.384262,8621192561
112.195272,30.38793,8640123431
112.196769,30.383806,276589177
112.197012,30.383174,8621044923
112.197901,30.384134,8608817687
112.197996,30.383408,8608770946
112.197853,30.382862,8608772972
112.197862,30.38283,8621196806
112.196869,30.381881,8640119757
112.198602,30.384152,5710082308
112.197905,30.382602,8608757327
112.198102,30.382861,8608764556
112.199865,30.383955,276523819
112.200508,30.386253,276517441
112.201456,30.386992,8620474737
112.201506,30.387147,8640068170
112.199908,30.381604,8608817738
112.202076,30.383575,8621380364
112.197193,30.380969,8608818041
112.198354,30.380766,8621381070
112.203568,30.383754,8620467119
112.203731,30.38359,8621196988
112.203659,30.383194,276524057
112.203775,30.383047,276524025
112.203826,30.382975,8621087733
112.203843,30.382944,276517736
112.203827,30.382932,8621442972
112.20393,30.3829,8621379012
112.204019,30.382937,8608755745
112.204246,30.38304,8608756712
112.204563,30.382808,276522199
112.204488,30.38267,8621196942
112.205086,30.383209,8640127871
112.205738,30.383541,8621044860
112.205521,30.382713,8608756000
112.205464,30.382603,276517729
112.205547,30.382573,8608772985
112.20596,30.382818,5710074779
112.205743,30.38255,8621039396
112.205708,30.382445,8624014652
112.205626,30.382344,8640126573
112.20608,30.381751,8608762778
112.206358,30.381748,8621196269
112.206096,30.381718,276524918
112.206107,30.381694,8640020414
112.206501,30.381681,8608769846
112.206574,30.381593,8640133182
112.205656,30.381443,8621197544
112.209951,30.38143,8620457265
112.20911,30.388978,276521035
112.207339,30.381503,276521633
112.210073,30.380026,5710082018
112.208668,30.390162,8620697996
112.214444,30.380937,8608764896
112.234217,30.385788,276517100
112.235379,30.383735,8620558556
112.240647,30.386584,8621055007
112.228218,30.390583,276521835
112.241136,30.378966,276518387
112.241009,30.378281,8620783632
112.242314,30.381323,276519083
112.24245,30.380227,8621044956
112.244141,30.386713,8608750737
112.22705,30.391976,8620458465
112.229607,30.376442,8620458498
112.242926,30.379575,8620395169
112.24494,30.385344,276519158
112.244937,30.38553,8621441747
112.244672,30.382538,8608752484
112.244757,30.382488,8608758191
112.244919,30.382658,8622019482
112.245265,30.385445,276520034
112.245407,30.385117,8640028854
112.244931,30.382115,8608752218
112.245445,30.38518,8608816204
112.245633,30.382485,276524851
112.245659,30.382447,8620465946
112.245655,30.382394,8608755976
112.24527,30.380213,8621020895
112.24009,30.37567,8608756471
112.240318,30.394903,5710080203
112.254182,30.387136,276518403
112.250754,30.392073,8608757067
112.252218,30.392407,8621045455
112.252414,30.372597,276520918
112.275686,30.386496,276520685
112.275751,30.386625,8620722521
112.275631,30.387019,8608750599
112.27677,30.382751,8621196668
112.276975,30.387182,8608759164
112.275746,30.388344,8640141953
112.276579,30.389536,276522048
112.269604,30.379493,276524097
112.269969,30.378871,8620465435
112.269833,30.372965,8608756734
112.274566,30.371857,8620465455
112.290342,30.3801,8620472676
112.29017,30.378602,8620465857
112.290468,30.377431,8622019015
112.157567,30.374334,276523529
112.158076,30.374239,276518026
112.15865,30.373463,8640028840
112.139035,30.376398,8608769659
112.149352,30.370257,276521683
112.138941,30.375968,8620457016
112.153758,30.370692,276520921
112.139626,30.373634,8622012450
112.160727,30.373085,276520626
112.16094,30.373054,8621437940
112.176578,30.378961,276520636
112.17691,30.375321,8620464805
112.176734,30.375347,8608759235
112.176846,30.375268,276521305
112.177823,30.374872,276522331
112.179575,30.375015,8640128347
112.179796,30.374988,8620469325
112.177057,30.374838,276518430
112.173531,30.375775,8640123751
112.173593,30.375602,276520809
112.181906,30.374631,276517466
112.182085,30.373644,8608764374
112.176262,30.372731,8620470714
112.17597,30.371535,8621390855
112.179871,30.370794,8621192546
112.177356,30.391512,8622019408
112.177283,30.391832,276518444
112.170462,30.372236,5710073919
112.176713,30.369,8608750565
112.190427,30.375705,8621042217
112.187506,30.37263,276522384
112.18699,30.372275,8608762780
112.189727,30.37304,8621840012
112.190633,30.373554,276521241
112.189386,30.371808,8621443503
112.194839,30.379353,8608768340
112.194868,30.379342,276517993
112.195216,30.380871,8608760093
112.195542,30.380844,8608758242
112.195111,30.377108,8608767134
112.199223,30.380129,8621381609
112.200092,30.38047,8640067300
112.198539,30.379137,276524954
112.198748,30.379024,8608818049
112.199781,30.378597,8608812316
112.198925,30.378242,276589483
112.200781,30.379267,8621381647
112.198464,30.377473,276521885
112.199293,30.377543,8621165006
112.203568,30.378292,8621442920
112.202655,30.377983,276521968
112.206721,30.379379,8640122024
112.207448,30.378864,8620786342
112.205383,30.378507,8608763098
112.204771,30.378334,8608752670
112.210311,30.379469,8640057137
112.212673,30.38004,8608762989
112.212954,30.37858,8600138543
112.214339,30.380086,8621197536
112.212971,30.378564,8622019071
112.207681,30.377037,276589223
112.219808,30.379155,8608767963
112.212631,30.375571,5710081512
112.214298,30.375444,276524033
112.214382,30.375471,276519209
112.214674,30.375215,8620722545
112.215833,30.375333,276522218
112.209413,30.376506,8621081256
112.20883,30.376367,5710080961
112.208679,30.376419,8620725961
112.216355,30.373897,8600137765
112.216224,30.3736,276520656
112.216379,30.373482,8608763175
112.216204,30.373454,8640070378
112.21448,30.373808,8608756945
112.215131,30.373427,276521729
112.215748,30.373224,276523308
112.224883,30.375591,8621439668
112.215766,30.372985,8608755707
112.216066,30.372874,8608757510
112.215841,30.372886,8608761439
112.261424,30.379756,8621018869
112.261019,30.376406,276521632
112.260274,30.374098,276523685
112.260563,30.371789,8622019638
112.270772,30.370996,8621196941
112.270618,30.370746,8608817451
112.154503,30.370214,8640127932
112.150283,30.3682,276521530
112.156166,30.369904,8620698974
112.156157,30.369888,8621165007
112.150411,30.367823,8620392459
112.141703,30.371025,8620465850
112.148265,30.367587,8608801036
112.159559,30.370796,8620467192
112.163455,30.370738,8621380618
112.164309,30.370866,276520811
112.173152,30.370077,8640143693
112.173178,30.370008,8620474273
112.170174,30.369086,276522050
112.175262,30.368327,8640119659
112.178841,30.368799,8621055051
112.178863,30.368806,8620470712
112.178982,30.368675,276520137
112.179569,30.36855,8608759729
112.175746,30.367243,8608756512
112.181953,30.369444,276524915
112.17921,30.367986,8621439844
112.190675,30.372561,276522451
112.195205,30.376967,8640067207
112.195233,30.37697,276518359
112.195887,30.374355,8621196651
112.196587,30.375223,8608768030
